text	label
pussy	1
pussy nigga it s the same term	1
restricton g means your license been revoked stop making excuses you a straight up bitch	1
sorry don t know what to tell you but to get your pussy ass off my twitter	1
u can bring that bitch to	1
u can have a tool bet u want shoot it tho pussy ass nigga but u can t through dem hands tho	1
u feel like dumb ass don t u pussy boy	1
u going to get dropped bitch im a fucking nigga who got a fucking dick	1
u made me drive all the way to plano then wanna bitch out	1
u want me to panda express so someone can break up the like fuck stick to plan and go to plano get that bitch out your blood	1
u will see it on saturday and if u don t show up then your a bitch made nigga pussy ass nigga	1
umm you sure the hoes i talk to aren t ugly	1
wtf r u talking about i was in plano tx what r u talking about pussy boy	1
wtf u think u ole pussy ass nigga	1
yes bitch your a fucking square	1
you dumb fuck that s not a fucking full address you dumbass i don t live in plano so how the fuck would i know retard	1
your so fucking retared its not even funny bitch im going to sleep u	0
alright fag what about this	0
home fag didn t feel like puttin up with your shit today	1
i slid in your dms so answer me bitch	1
don t you mean crowd not crows	2
im pretty sure she s a bad bitch in other words shawty a dime	1
i was implying you we re the bro amp them two aint nothin but lil hoes c mon now i or you kim	1
bitches needa take notes	1
nigga be safe hoe	1
fuck you bitch	1
lmaooooo we can t wash that baby ass honda you got cause that hoe don t cost more than	1
lmaooo just call my phone if you want them birds migos voice	2
don t watch me watch tv hoe	1
nigga madison playing some bitch ass white boys that s going to harvard on law scholarship play crazy	1
shut up bitch for i spit on you	0
you owe me anyway hoe i need that with interest or shooting your shit up	1
you seen it hoe put that cash up bitch imma take your money and spit on your fat ass	1
i feel like i just got married bruh she a bad bitch	1
don t be a bitch	1
you just did bitch lol	1
i m a boss ass bitch bitch bitch bitch bitch	1
lol me and just sit there and make fun of him i can t stand that fag	1
roberts is a fuckin fag smack the shit outta him	0
bitch music	1
fuck you bitch	1
faggot	0
stop oppressing me have you heard of free speech stop shoving your lifestyle down my throat st amendment tcot teabaggers	0
bitch you re the ugly one that s why everyone leaves you ahahahaa	1
stfu dyke looking hoe	0
at least im not black bitch your parents left you in the mcdonalds parking lot after you were born	0
you were the one that jumped in this conversation you smelly ass bitch just fuck off and thats it	1
bitch i ain t arguing with you fuk on you said some slick shit n i addressed it simple	1
i highly doubt you re a real woman you re prolly a fat ass man who fuckin cares let me do me ho	1
bitch you mentioned me first tf wrong wit yo psychotic ass	1
he may be hustlin but he studied critical race theory and my people holder is getting his revenge they hate whitey	0
someone on facebook made a status defending him so i dropped a bomb full of knowledge on that bitch and unfriended	1
lol tell liv none of her usual redneck hillbilly places an none of ur black gangsta places either	1
ew you look like a cheap tranny hooker	1
some scandalous hoes then lmao	1
i hopes dis ain t cause he colored cause i knows he be actin all nigga like	0
gimme one with his mouth closed i can t draw teeth without making them look retarded omf	1
fuck yo bitch ass	1
fucking gay faggot look at that gay ass pink shirt haha	0
better nig lol but if anything ill flip u the or something im tryna get some more cash	0
don t hoe me	1
i give up on the tankees i mean yankees maybe next year	2
ha ha ha no good fat dyke	0
kris griff is too ghetto to know anything about sperrys or vans	2
talkin bout bitches gettin butthurt am i right	1
fight expose hoes do some super gay shit anything negative since that s how society works	1
call him a cock blocking faggot	0
that s fucking bitches for ya using that pus to hook u	1
try me pussy	1
atleast i dont have dick breath you twat licker	1
atleast i wipe my ass trashy bitch	1
bitch if im talker than you then youre short so stfu	1
bitch im smd hoe	1
comeover here then bitch	1
r u that ugly that ur avi is a bitch	1
bitch	1
lady bligh is my bitch i got natty daddy s in my fridge turnup	1
so many hoes	1
text me fag	1
fag	1
wait n as in nick or m as in mick	2
no the fuck u can t dumb bitch matter of fact go get nigga hoe cuz u not going be shit	1
stfu prude ass basic ass bitch	1
the slopes aren t for us bro hahaha	2
you ve been talking trash since we were and	2
faggot	0
quit bitching faggot happy you cant see your faggot family cry baby little girl crying in the parking lot you aint a man sissy	0
don t be a hurt little faggot	0
niggas probably be watching me like look at this uncle tom ass rasta	0
sick bitch nutjob	1
strong with the force leprechauns are	2
haha i ve swatted that little bitch around all night starting to feel a bit sorry for him seriously	1
and i are on our way to fuck your bitch	1
fag that s some gay ass shit	1
on my way to fuck your bitch	1
sucks to suck bitch	1
nah they would probably call you out for being the obsessed faggot you are also nice try though	1
because she a typical ghetto girll	1
dp double penetration aka a dick in the ass and a dick in the pussy at the same damn time	1
bitch i called yu back	1
bitch you need to bring your ass to fucking practice	1
text me bitch	1
can t wait see my bitch tmrw gatsby l py	1
nigger	1
i don t likes dat magazine all da black folk look like dey one chromeasome away from da ape	0
yeah i read yo shit to fast bitch	1
ah lil bit bitch	1
ohh bitch i gotta go fck with my girl my second lil family frfr	1
salty pussy	1
i like that your room isn t a big sloppy mess like most of these twitter hoes	1
i skipped the running and am eating chips and brownies	2
pretty like a bitch	1
just robert bc he was the one cussing like no tomorrow bc he s a pussy	1
you a bitch tho i know for sure i m not you d get your ass beat by any of my bitches that s fact	1
linda you just yourself rn you retard	1
eh take off hoser	2
bitch	1
bitch	1
exactly so she s a bitch	1
lil pussy didn t dm me back hmm	1
approximately in one crash there wasn t supposed to be that many members of a seal team on one bird	2
omg no plz stop calling me an idiot are we in kindergarden you fucking faggot	0
what a bishhh slap a hoe	1
i don t see how ud get pussy when u yourself are a pussy	1
mk hun just textith me	2
same here nigga the minute it dropped i got it fuck with our team bitch	1
none of my business nigga if you get that i m living with you lol and i m stealing one of them bitches and k	0
your disgusting you should be banned from talking about hiphop retards like you belong in the s with your retarded ass logic	1
lol just getting this early bird catches the worm	2
a video i made porn actress sexy capri anderson kissing video with charlie sheen via	2
after a day bitch fest maybe	1
omg what a retard should have asked her which weighs more thousand pounds of feathers or a thousand pounds of steel	1
faggots	0
so was slavery prohibition and not letting women to vote segregation jim crow laws etc etc i can do this all day lol	2
how about darkskin dykes	1
hey dude watch who your calling a bitch	1
my dad wanted me to twat him	1
you re right i be around my nig	0
oh hell no they act proper and i live in richardson much finer then the hoes in ducanville	1
and yes that was very ghetto and condescending especially after her miserably failed crappy school lunch initiative the hypocrite	1
faggot	1
garbage rappers can t learn it s like teaching advanced algebra to a retard	1
no one knows the words to that song they only know the sexy saxophone george michael is a pussy	1
thanks bitch	1
thats that never call a bitch again shit	1
for reals psycho ass bitch lol	1
us english it s our go learn grammar u dick sucking hoe	1
idk what ur saying probably desperate for my pussy	1
u call ur bestie a bitch i m guessing she s a dog that barks too much	1
too pussy or what	1
prolly not they sound like little bitches	1
i didn t mock anything was asked i believed in noah s arc and said no how is that mocking any religion opinion that s all	2
lmao dude you are probably the biggest fag in nebraska	0
stfu white trash	0
ur a boss ass bitch	1
apparently this little pussy cant converse nevermind fight ive been blocked oh well youth gets frustrated easy	1
gayer then faggots in bed together	0
extra yellow	2
yellow is even better	2
all nfl stadiums play music by jay z a former drug dealer whose diaphragm wouldnt work w o saying nigger in every song	1
will you mention why being called nigger is wrong witch i agree with amp bossy is wrong but being called a pimp is still ok	0
niggas be pressed pussy it ain t nuthin instead of worrying who dat bitch fucking why don t u get chu sum money	1
you re right momma ain t raise no faggot	1
yeah hoe ass nigga	1
at that point just call me nigger	1
someone needs to give these bitches a gatoraide or ten	1
your mouth your pussy your ass my dick and a sandwich after we fuck what kinda question is that	1
groves is trash imo	2
the black girl is lighter than every other bitch on here y all needa stop playin fuckin up darkskin girls body image	1
don t start lil bitch	1
no just a niggress that thinks she s human	0
i ll do that if you agree to take your ethiopian starvin looking nigger ass back to africa buyfoodlittleguy	0
try some chainz i heard he has some big booty hoes	1
fuck you bitch where s my sleeve	1
wtf is ur tumblr bitch	1
u and taber the shit coon	1
fake pics get off my tl u r dismissed muzzie	2
do you mean you were too distracted by being a bitch	1
faggot	1
white people need those weapons to defend themselves from the subhuman trash your sort unleashes on us	2
if racial minorities weren t criminally inclined they wouldn t have so much to worry about act your color race traitor	0
we don t trust these hoes lol na but it s bigger for us i think bc most guys talk to girls first if you understand	1
other than those the university and the white black and red ones the rest trash anyway they just making shit up now	1
you fucked that bitch	1
mmm no thanks i ve been saving mine up for this point in time fucking queer	1
i mean we have other pics of me idk why you chose that one cough bitch cough	1
bitch i will kill yo vibe	1
bitches bow down	1
fuck bitches get money	1
oh you spelled give wrong psh thought i d be a bitch	1
lmaoo abo crusty hands	2
thanks for saying hi today bitch	1
trash about us and your from another conference you can say goodbye	2
scrolling through my tl ol sick ass bitch	1
you should make me brownies	2
i don t understand the need for multiple autopsies i guess they re going to keep on until they can slant against the officer	2
next you could ask the grand wizard of the kkk why so many are intolerant this poor soul s views cunt tcot frc p foxnews	1
ain t that a bitch	1
o k bitch	1
someone recently told me that a local yokel was going to use my twitter account to damage me so yeah	2
i be thiiiiiiis close to going real east side detroit on they monkey ass but i don t	1
i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of dui s not to save the environment	0
or jim crow laws segregation lynching laws anti womans suffrage laws amazing how everyone doesnt want to bring that up	2
drive you nigger	1
speaking about me all the time tryna make me look bad like you wasn t just eating my pussy	1
what else do you expect from that nigger lover	0
you guys are pussies	1
thats life hoes gonna be hoes an you could blame tammy	1
birds of a feather	2
i ll show you how much of a fag i am	1
an coaches dont put them in positions to be successful the offensive struggles can all be put on gardner program is trash	2
wow thats great language coming from a hs coach you sure are a role model you re trash just like your account	2
lookin good mick	2
shut your dirty dirt trap you limp knees ashy footed blue balls isolated hamster wheel no nipples bitch	0
they need to stop picking up ufcs trash though and build up there own fighters more	2
congratulations you are officially fucking retarded	0
they say i got too many bitch i swear i ain t got the right ones	1
the favorite drink of white trash everywhere	0
try this one mikey none of that hick shit	1
that talentless skag is a wardrobe malfunction	1
bitch u lying about justin s account ugly indian	1
fight me you fucking obese niglet	0
i really did right off my bed where you put all these dam yellow starburst throws them out the window	2
you are an ignorant cunt	0
you still are a cunt	1
the person actually holding the ape is not paris it s her sister	2
okay let s fight you ginger faggot	0
never said i wanted to fuck a tranny	1
tranny	2
nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat	1
i am that queer gnarles charles and no it wasn t me	1
sup pussy	1
that s a bitch i have no desire to see that much bullshit hahahaha	1
well he is at genos so he is the ultimate faggot	0
that mindless twat is shitting on hiphop hahahaha	1
juss the way she stands screams bitch lmao	1
oh really fags are gross you aids infected sick fuckers	0
it s dumb cunts like you that make me sad to have served in a war so you wouldn t have to	1
all the helmets in destiny are trash i wish i could just rock an invisible bubble instead hunters look like robocop	2
oh so basically we both will be your bitch all day mhmmm of course	1
love you too bitch	1
all this spaceship shit is retarded	1
glad about your uncle another stupid faggot off the world hopefully you next	0
i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment	0
lol such a nig	1
lol profane words bwahahahahahah mad gay faggot fuck boi get at me bitch ass nigga	1
y u arguing with that ugly bitch on twitter	1
hell yea i m surrounded by hillbillys an real ass rednecks	1
nee dat is na langdurig gepest worden zoals ik al zei in d kiem smoren is ook vb voor t kind hoe je moet optreden	2
pumprules is on bravo quality trash	2
what s with that come at me bro bird stressful	2
back atcha bitch	1
ya know gamoot i considered it but then i was like wait i m no little baby back bitch	1
fake bitches nicetry	1
i apologize morgan but a bitch was blind for a whole seconds	1
you re a bitch	1
naw negro	1
chik fil a hipotle is trash and taco bell will give you the runs	2
faggot alert	1
bitch ass scaring me lol you don t keep up with the new ones yet	1
i dont think he did the celestial dragon killed him	2
im still where that giant muk shit eats that candy with ceasar clown	1
no you ignorant cement headed hillbilly you said taxing cant you fuckin read you fucking knob gobbling douchebag	0
lmao why would we respect him then he s a hoe if that s true	1
what s the name of that hoe lol it sounds good	1
back in high school w one fuck these hoes now nigga lol thats what they for	1
he will need monkey bars on his tricycle	2
he has one called pussy pop i think it s for cats	1
fuck dyslexia is an bitch	1
karma is a bitch	1
no one cares bitch	1
jesus walks bitch	1
can i ask my bitch for other bitches	1
i rather go choke on your moms bomb pussy	1
called her a cunt too	1
why would i need to call her and bitch cunt to your face im talking to her not you dumbass	1
i love you and bitches love me	1
i called you hoe lol	1
ily i m at work bitch do you even have any battle ready blades	1
whatever you wall hackin pussy bich i ll fuk u up like i did ur mum ur sis ur step sis ur mums mum ur mums aunt bich bich	1
come wage with us fag	0
hoes these days	1
how dare insult that pearl harbor vet you are a dumb cunt	1
lol she s always scheming dude jaime needs to keep his hoe on a leash or i mean his sister lol	1
don t tell what the fuck to stop with nd if you think it s protocol to put shots in someone who s unarmed you re a retard	1
one thing about it baby i will never call a bitch phone bout a nigga ion know what app somebody playing with but it aint me	1
steek d morele vinger maar in j neus zelfde soort types bij nato stenigt vrouwen by bosjes	2
i ll continue dis later i ll be back bitch	1
neil have you heard that scientists have discovered that in fact bitches do be trippin	1
naaaa just the faggots so i guess you wouldn t be around very long would ya	1
not home headed to work sorry ho	1
lmao if the shoes fit lace them bitches up i m talking in general	1
am i watching football or pussy soccer wtf	1
thank you jackass zebras	2
come watch godzilla then faggot	1
sounds about right to many dumb bitches work there welcome to my life	1
bunch of pussies	1
whatever you fucking pussy	1
now i m chewy high with a hard ass dick ooh there goes my pager could it be a trick bitch	1
she looks like the pussy lips are huge	1
aka the lonely bitches	1
i got ugly niggah problems lol but you got pretty niggah problems too bad they the same problem	1
pussy shit	1
niggah das gay	1
trippy hoes	1
i m gonna drink monster til i sue we gettin the bitch gottagetthe	1
lmaoo one nigga had that nd pic as looove that pussy from popeyes lmaoo that shit killed me	1
also you can only refer to a girl as bitch if she has sucked your d betdat	1
bitch fuck you amp your dad	1
draws perfect scorpion writes name all retarded	1
lmfao sorry bitch no one likes you wes	1
niggers	0
you can roll and what you got to eat barter system my nig	1
explains why they re waving trash bags around over their heads	2
fuck you both bitches	1
im not a bully you half retarded talking flotation device i assure you im no bully	1
seems if they dont come up with it its trash nobody outside hollywood knows what ppl will pay to see ha guess those in hw dont	2
i have that bitch bloked lmao	1
no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass	0
check yer phone nigger	1
i don t like it peaceful that s boring i like fighting i come from the ghetto do u remember that it s p impossible for me not to	2
where you been at nigglet i ain t seen you in a while	1
everybody look at this bird killing wind mill lover	2
you gotta respect a bitch before she let s you put your entire arm in her vagina	1
i love laying in bed by myself because i have a twin size bed and bitches be takin up and i ain t havin that	1
bitches be crazy	1
lmao whore my life on a bad day is better than any good day that you ve ever had fuck a day bitch haha	1
congratulations brother we in that hoe	1
you re trash	1
if you re making clams for betting i hope you do it for a living	2
lmao yes i kind of like it it s not that ghetto yet amp they are and then he says u feel me	2
i knew you were a faggot though	0
fugly white bitch	1
lived there and can attest to that trust them over any muzzie nation by a million light years	2
are we doing mad libs now cool uh twinkie long dj pon cameo magic crystal tree tngseason finale	2
bye bitch byeeeee	1
trash	2
hoe stfu	1
what the fuck is wrong with you you can t call urself a man if u call a girl a bitch ur a fuckin loser bro	1
stfu bitch	1
he called a nigger	1
this hoe got some issues	1
oh totes girl i m also blasting mayday and wearing an oversized hoodie get at me queer	1
i m trying to catch diabetes so i m fuckin a white bitch	1
red and yellow it should be then	2
like charlie chan style never saw that either hmm makes me think of the cockneys in the killzone series	2
hit a bitch it s not like you can see the bruises	0
that hoe over there	1
remember dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown	2
you re a fucking faggot	0
because their parental unit is trash	2
there s always one they never realize they are the worst the unsolicited unaffiliated trash talker	2
bitch got arms like piccolo	1
is dem i wants to has my weenis swingin but da twitter say day shut my colored ass down	1
what s next fingers in dykes	1
yeah but sting was already a proven draw this is apples and oranges he signs people with the sole purpose of burying them	2
ell naw dogs run this bitch	1
that funky monkey	2
how day feel bout colored folk	2
stop being a bitch and speaking on my name little girl thank you	1
you don t know me but i got a whole video of you sucking the life out of my pussy bye stranger	1
i got weed come over faggot	1
i m fag	0
yeah you right and you know them mexicans bringing all they family that hoe finna be packed	0
you two need to stop acting like two little bitches	1
his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall	1
house keeps passing cr s senate says no because harry ried is obamas bitch not his states who does the senators represent	1
shut up with your arsenal already you bitch	1
lj hoes	1
fuck y all if you doubt me i m a piece of white trash i say it proudly	1
that s a good choice except all the whale bitches you d fuck would get pregnant	1
and you a funny ofay my mammy woulda been happy i made friends wit da folk dat brought us to da new world in chains	1
but then you have no idea what people s actually personalities are like maybe pamaj has always been a cunt hahaha	1
he was no more a cunt with a shitty attitude than apex or pamaj or banks	1
whoa easy amy don t slag the canucks too much with such a generalization	2
puss or pussy	1
if you don t vote you don t have a right to complain that being said i didn t vote for the son of a bitch	1
yeah i d want to shoot the son of a bitch myself lol	1
if you go could you hook up the plant city faggots or	0
pussy	1
i m surprised you could read it with slits for eyes	0
aren t they the best there story is here now it s time to visit our yellow friends at	2
and you thought a camera would steal your soul shut the fuck up you stupid twat	1
i was raised the person that uses a gun and cant take an ass whipping is a pussy	1
yeah i tend you grab ass and smack bitches in the morning i don t think you can hang lol	1
she s a dyke	1
bitch was at a gas station puffin i swear that s so trashy her nigga should put her in check	1
i m viswa moulie i wanna be ur friend please shall i	2
ugly dyke	0
bitch yu nt gone mention me back	1
i m outside where you at and i m the pussy	1
u good man long time my niggah	1
bitch	1
fuck you bitch	1
hey i guess yall forgot im in this bitch too lol	1
whoooo lemme find out a bitch run u haha	1
i don t see tears bitch	1
cry bitch	1
if you hate men so much why you trying to look like one stupid little cunt	1
yeah it was such a lie thats why you deleted it nigger	1
i would reply with the red emoji but i m not a nigger	1
yes and the and stalking weird people so many things pr chat	2
btw genocide isn t war the people of gaza are no more combatants than the people of the warsaw ghetto	2
like i got time to be wasting on some bitch who broke up with me	1
the bitch ass nigga i just called a bitch	1
drink pussy juice nigga	1
bitch dont hate	1
right these hoes on my dick about u dats how	1
that s how rednecks erecycle	1
holy fuck frozen pussy you are crazy	1
unexplainable	2
hey rachel g my name isint kenneth ok let s just get that straight you best be backing off before i go ghetto	2
grow a pair pussy	1
talkin bout the retard your sittin on	1
old cunt needs to die	1
to hell with the plasticassed bitch	1
them hoes ain t thick at all u clowning	1
dubya hates todays teabagger movement	2
ok now you re talking my language none of this pussy whipped rino whining	1
once it gets cold yall gonna be trash again lol	2
i ll see you guys later i gotta go bake my blood crackers	2
me hoe	1
text me queer bait	1
i was impressed that anybody could chug a smirnoff ice that quickly	2
that s kevin with the hoes	1
of course win or lose you always had the most exciting matches spilt blood and all and you aren t a trash talker	2
when hollywood underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips	2
you a broke bitch too	1
stfu u ugly dyke	0
call him a pussy as he should	1
he looks like reg memphis tn trash we got them everywhere	0
wtf mine was just a fried twinkie w powdered sugar i got hoed	1
bitch i might be aesthetic	1
lol we gotta let these hoes know pow pow this aint what they want gt gt	1
he s a better trainer jillian really acts like a bitch sometimes	1
lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please	1
and dis wus after i offered to help faggot ass nigga get custody of his kids im lowkey heated	1
man fck dat tranny juwanna man ass nigga	1
lol yeah birds be chirping outside bastards	1
lt i poked this little pussy with a stick and he curled up into a little ball like a pill bug	1
sounds like a bad bitch	1
but when its the same method other colonial states employed france england they dont get to bitch when its their playbook	1
go the gulls first grade should be a cracker physical	2
dumb hoe	1
my bitch do all that and still go out	1
right so the link would be your trash bin gotcha	2
yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one mexican in this city full	1
adawg getcho ghetto booty up	1
nigglet send me the pictures	1
i got your moms ass on my breath pussy	1
little bitch	1
ohhhhh you bitch	1
bitch please	1
why you gotta hoe me like that	1
yeah but the cripple not getting up clean helped the call out wouldn t have been fair either way	2
i should ve that bitches wallet was tigher than her pu y	1
that bastard obama is giving them to the f ing wetbacks	1
that s enough of making fun of retarded people talking that way	1
you see me texting you bitch	1
boring amp hack allah and mohamed are also against fags please mention them as well did god take away your balls as punishment	0
lets hangout monday nigs	1
bitch why can t i retweet your shit lol love you hope you re having a great bday	1
you re wearing my sweatshirt in your snapchat story hoe love you tho lol	1
i was hoping you went with the mr chow part on hangover but did you die dumb bitch ass sloot	1
stfu prude ass basic ass bitch	1
i m just kidding i m not a fucking faggot	1
wtf that bitch was driving around drunk	1
pussies stb	1
oh yeah and fuck the lakers too bitch boi	1
hey bitch boy nigorprobz	1
what a narcissistic cunt he is	1
yellow	2
no in the instrumental i m not retarded	1
so how bout now was just trash huh	2
i love you too pussy lmaooo	1
promotion that s hoe ya do it	1
okay love you bitch	1
why would i pay sex when i can getfree pussy that makes no sence at all	1
guys number on the yankees looks like uncle stevie lmao im dying	2
i ll actually kill that bitch	1
brandy wanna b down ass bitches	1
i m a vet ryan tk rocks you re just a useless geek oh and you have a face like a bitch	1
like we all never gave the camera the bird	2
lol shut up bitch im alive i just been going through it but im good now	1
tag me pussy ill fite u	1
i m a faggot	0
u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking	1
whats good then bitch ass nigga catch your phase	1
that nigga vic acting like he yellow bone with k followers and can t answer a nigga phone	1
some fucking bitches	1
it s parseltounge not basilisk you fucking pussy get it right	1
cody is always calling people nigger he s a fucking spaz	0
chug ranch	2
some negro amigo pulled a gun on nate and i a few weeks ago i was stoked	0
lol avila it s simple but i live in a pretty redneck area so it never gets pronounced correctly	1
hey it s hillbilly jim and greg the hammer valentine pffttt	2
that s bc i deleted visionary once i saw your subtweet next time just me tho and i do love jail bird dresses	2
what a ratchet ass bitch bet she felt dumb	1
that s what happens when you date a colored	0
im going to murder that fucking cunt	0
bitch you already know i would go crazy with out you	1
hahahah he s a stupid ass bitch	1
she made fun of a suicide attempt mellie ain t that bitch to fuck with this season	1
ugly white bitch	0
ur ballsack is hairy gtfo tranny prude bitch	0
bamoose the prophet was right thy hoes ain t loyal	1
niggers fell off	1
she s a dyke amp looks like she s	1
that was back when nigger music was decent	0
just be like me make bitches move	1
negative slopes aka a chart of my grades in math	2
bitch i texted you	1
bitch what meet up at plano senior high school or vines i got some shit on my chest am going take it out on yall	1
y all some pussy ass niggas	1
bitch am speaking fucking english u fucking pecker wood	1
bitch that doesn t even make any sense bitch	1
bitch u ugly then hoe	0
bitch fuck that blog where u be at meet up and get your round	1
nigga stfu u not funny we all laughing at yo retarded ass just stfu	1
bitch what but i pull more hoes the u dream of	1
how could i be a fag but i like bitches please tell me	1
yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid	1
read the constitution you love all spending starts in the house love uninformed teabaggers morningjoe	1
oh i ll make you some brownies alright	2
no bitch	1
bitch you look like a deformed version of rocky	1
youre a fag	0
that wasn t as bad though drawing conclusions about white america based on a person poll is a slippery slope	2
me then faggot	0
you still needs to give it to me bitch i m on youtube and rhapsody with it ya cock	1
bitch i taught you i know my mess ups	1
yea cause i showed ya bitch ass	1
yeah she s a real pom maven	2
yall defense too trash for that	2
oh now your bitch ass wants to reply back after days bitch bye	1
cactus is a yellow lab chow mix too hershey was everybody s active buddy cactus is one special pup she s an angel	2
the jets are trash my bad i see what you meant	2
the song about pollo hermanos and heisenberg	2
agronomist once told me beans are a bitch they do whatever they want	1
wussup bitch	1
wuss up bitch	1
i assume so the tranny went out this morning i have a maxima	2
great reply except it was trash	2
civic lx stick green with shitty paint on some beaner ass wheels with k miles no ac and no insurance how s that	1
well i don t use it anymore and i d like a dslr i m just a broke bitch so yeah	1
they trash though	1
he won t bite we promise he s a friendly bird	2
i save my best material for wmhs games ya know jus rain down hell upon any bitches that get in your way today	1
fat hoes need a treadmill lol hmu therealwesjames com	1
long tittied no nipple having bitch	1
the ending was retarded	1
all i wear is vineyard vines and american flag chubbies i m the opposite of a wigga	1
bro i swear to god i was just bout to txt you dex about these hoes	1
hell naw he ain t he the star of that team lol but i m sure that white honkey called him a nigga	0
nigga don t be telling my business on this hoe lol	1
like ion care how that bitch susie from work broke up with her man and she was tellin me the whole story blah blah blah	1
lol i talked to a lady who said having a clean shaven vagina at a doc visit comes off as hoe ish she was old	1
try me bitch boy	1
haha yeah it s just gonna be a bitch going btw there and illinois on leave mannn i m stoked they are tho	1
chill ur pussy gay af	0
shut ur faggot ass up you thirsty pussy	1
either trolling or retarded	1
you speak colored too i thinks i be in love	2
lamashtu has some great orgies but is a total bitch lol p	1
keep in shape for the ski slopes	2
cheers dude might nip to town for theeditors vinyl musicmatters	2
that s where birds came from	2
fingers crossed for you if not chug chug chug lol	2
go back to lego club faggot	0
i bet you are faggot	1
yeah ok nigger	0
shut up faggot	1
don t my nigga me honkie	0
right because as far as im concerned i ain t no bitch tf	1
yoooooooooooooo lmfaoooooooo im schlumped i love my bitches squaaaaad	1
you a oreo cookie now	2
don t get me wrong g i d hunt birds but that s a lot of work amp well i just ain t that hungry	2
i don t hunt birds unless you count shooting dove out of season off my power line with a bb gun	2
like i said i might have to check but i m just not sure bird shot counts as getting shot	2
these hoes gay thats why	1
i forgot you re the same bull that said yeezus was good and that j cole is trash	2
it s not colored in dumb dick	1
equality niggah	1
bitches are gonna make it rain on me	1
you sub tweeting me nig	1
cause you got you wife on the left an bitches on the right nigga man logic puss	1
even that bitch has to admit something isn t right with our socalledleader	1
i guess you used to getting bitch cause idk anybody that juss let ppl disrespect them n just sit there thts how all this	1
you guys don t get evolution do you you only share a common ancestor with apes	2
lmao nigga yo avi so trash my phone won t even load that shit	1
apes	2
patrick you ain t nottin but a hood nigga top bitch nigga	1
sweetest bitch you ll ever meet	1
y all got the taxis right now and can i get the oreo s right now if possible	2
ugly emo trash go cut	0
slay his ass alex lil bitch needs to tighten the fuck and needs to stop acting like grown	1
wake up you little bitch and follow me	1
that would be a joint then retard	1
some random ass bitch who showed up and just left an hour later	1
we were supposed to work together today bitch	1
these hoe ass niggas ain t get nobody in free agency	1
i am funny bitch	1
bro i heard slaughter songs they all trash they just freestylers	2
greta you let a fag do this to me i thought we were cool	1
haha not you just getting shit from everyone else when my second favorite team is the redlegs	1
time to dump another diet coke in the trash	2
i recall you telling one of the apollo teachers you hoped her baby came out retarded and it did assholeoftheyear lol	1
i miss you too faggot	1
that s you faggot you eat shit for fun	1
it s goldbar dumb bitch and no my dad wouldn t pick you up he doesn t like faggots like you	0
you don t know where i llive you stupid cunt	1
you re failing at that and you don t know where i live faggot	1
oh yeah the hpv shot swells like a bitch put some ice on it for a bit if you want it ll go down eventually	1
mmmm sure dont seem like it lmfao but yess ill be that bitch now are you done	1
yeah i m down i m starting to promote for belasco thursday so u better go bitch	1
so they could complain about racial profiling i m sure bloody twats	1
ur still secretly lookng at tommy lee s cock jesus christ getaboutit that s a ghetto dream	1
funny i thought tbt s photo this week would have you hanging me over a trash can by my ankles	2
thanks walking dead bro steve for mend usmc come on you son n bitches you want to live forever dog	1
that cracker as big as he looks on tv	1
that s what the little egotistical bitch deserves his head is huge for someone who gets ko d when the wind blows	1
lmao not even bro if a girl a thottie keep it simple call her a hoe	1
soft shit are you handicapped or retarded	0
hoe ass nigga lmao	1
niqqa that s every white person just because some might seem down to earth don t mean there not gonna use nigger against us	1
ling ling krunkchip	2
you make me feel all warm and fuzzy inside youcansitwithus	2
nudesaremylife omfg that s mine faggot	1
lol you being a cunt	1
haha same here bitch is trippin brokeass	1
if you want a hoe go on urban chat that s where all the hoes are and mia can get punched in the boob	1
you didn t even pass esl yet you bitch lmao	1
i figured i was just shocked out hoe old that tweet was lol	1
and getting pedicures bitching bout their ex and going tanning is something a bitch does	1
straight af except math is a bitch hows the dealership lol	1
only rich white liberals know what s best for black people if they don t see that they re obviously uncle toms	0
lol have fun i haven t been to a race since hs charlotte crazy redneck times lol	2
thanks hun lt i m so crushed i love working out it ll be months gone by the time i go back	2
main bae gonn think sumn up wit the pussy	1
okay cool then i m not the only one mine is black and fuzzy and it has pink on the back in all sparkles hallelujah	2
are you working on route running and catching you ll be a good wr for grier have fun with the white trash racist uf fans fsu	0
you s a nasty lil bitch	1
i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name	1
ya dude get the pussies drunk	1
bitch go play dead	1
my real lil bro even tho cuh a bitch lmao	1
slid bitch	1
wyo bitch	1
